Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
,,,,,,,,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
,,,,,,,,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
,,,,,,,,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
,,,,,,,,Kalpetta (kerala) to Bangalore,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore
KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),15:45,23:00,07h 15m,332,47 Seats available,"3.7
6",Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),16:05,23:20,07h 15m,332,41 Seats available,3.6,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 1962,Super Fast Non AC Seater (2+3),17:00,23:59,06h 59m,332,44 Seats available,3.6,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
,,,,,,,,Kottayam to Kozhikode,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode
KSRTC (Kerala) - 100,Swift Deluxe Non AC Air Bus (2+2),19:00,03:05,08h 05m,548,11 Seats available,"3.7
42",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 99,Swift Deluxe Non AC Air Bus (2+2),21:30,05:45,08h 15m,579,1 Seat available,"3.9
47",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 133,Swift Deluxe Non AC Air Bus (2+2),21:30,05:20,07h 50m,568,3 Seats available,"4.3
50",Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
Ashoka Travel and Logistics,,21:00,05:15,08h 15m,900,,4.0,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
,,,,,,,,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
,,,,,,,,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
,,,,,,,,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
,,,,,,,,Kannur (Kerala) to Bangalore,https://www.redbus.in/bus-tickets/kannur-to-bangalore
KSRTC (Kerala) - 2810,Super Fast Non AC Seater (2+3),15:25,20:25,05h 00m,247,48 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 720,Super Fast Non AC Seater (2+3),15:40,20:45,05h 05m,247,43 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
KSRTC (Kerala) - 2898,Low Floor AC Seater 2+2,16:00,21:50,05h 50m,352,21 Seats available,3.2,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
,,,,,,,,Kozhikode to Aluva,https://www.redbus.in/bus-tickets/kozhikode-to-aluva
